ID,year,age,sex,status,education,jobclass,health,health_ins,logwage,wage
1756,2007,41,Male,Married,College Grad,Information,Very Good,Yes,5.230448921,186.8766776
1757,2003,52,Male,Married,College Grad,Industrial,Very Good,No,4.278753601,72.15045568
1758,2005,48,Male,Married,HS Grad,Industrial,Good,No,3.903089987,49.55533812
1759,2003,51,Male,Married,HS Grad,Information,Very Good,No,4.397940009,81.28325328
1760,2004,55,Male,Married,Some College,Information,Very Good,Yes,4.77815125,118.8843593
1761,2004,37,Male,Married,Advanced Degree,Information,Very Good,No,4.579783597,97.49329405
1762,2007,48,Male,Never Married,Some College,Industrial,Very Good,Yes,4.716003344,111.7208494
1763,2003,42,Male,Married,Less than HS Grad,Industrial,Good,Yes,4.62324929,101.8243521
1764,2007,43,Male,Married,College Grad,Industrial,Very Good,Yes,4.84509804,127.1157438
1765,2006,32,Male,Married,HS Grad,Industrial,Good,No,4.477121255,87.98103279
1766,2006,33,Male,Never Married,College Grad,Industrial,Good,Yes,4.431363764,84.04595765
1767,2003,48,Male,Married,HS Grad,Industrial,Very Good,No,4.361727836,78.3924668
1768,2009,20,Male,Never Married,Some College,Information,Very Good,No,3.836577275,46.36650274
1769,2005,43,Male,Married,HS Grad,Industrial,Very Good,Yes,4.889301703,132.8607653
1770,2003,58,Male,Divorced,HS Grad,Information,Good,Yes,4.120573931,61.59458318
1771,2004,38,Male,Married,Some College,Industrial,Very Good,Yes,4.602059991,99.6894637
1772,2008,23,Male,Never Married,HS Grad,Information,Very Good,No,4.193124598,66.22940829
1773,2009,54,Male,Divorced,HS Grad,Industrial,Good,Yes,4.69019608,108.8745258
1774,2007,66,Male,Married,Advanced Degree,Industrial,Good,Yes,4.602059991,99.6894637
1775,2009,47,Male,Married,Advanced Degree,Information,Very Good,Yes,5.029383778,152.838801
1776,2003,35,Male,Married,Some College,Information,Good,No,4.342422681,76.89360252
1777,2008,39,Male,Married,HS Grad,Industrial,Very Good,Yes,4.963787827,143.1349408
1778,2005,35,Male,Never Married,Some College,Information,Very Good,Yes,4.829946696,125.2042866
1779,2006,40,Male,Married,Some College,Industrial,Very Good,Yes,4.325597753,75.61069586
1780,2006,41,Male,Married,HS Grad,Industrial,Very Good,Yes,4.698970004,109.8339856
1781,2004,40,Male,Married,Advanced Degree,Information,Very Good,Yes,5.176091259,176.9896505
1782,2006,50,Male,Married,HS Grad,Industrial,Good,No,4.079181246,59.09706408
1783,2004,35,Male,Married,HS Grad,Industrial,Very Good,Yes,4.602059991,99.6894637
1784,2009,43,Male,Married,Some College,Industrial,Good,No,4.556302501,95.23071257
1785,2005,26,Male,Never Married,Some College,Information,Very Good,Yes,4.653212514,104.9215065
1786,2009,23,Male,Never Married,HS Grad,Information,Very Good,No,3.903089987,49.55533812
1787,2003,61,Male,Married,Advanced Degree,Information,Very Good,No,4.875061263,130.9821774
1788,2004,24,Male,Never Married,College Grad,Information,Good,Yes,3.77815125,43.73511168
1789,2006,66,Male,Married,Some College,Information,Very Good,Yes,4.77815125,118.8843593
1790,2006,50,Male,Widowed,HS Grad,Industrial,Very Good,Yes,4.698970004,109.8339856
1791,2005,22,Male,Never Married,HS Grad,Information,Good,No,4.318063335,75.04315402
1792,2004,62,Male,Married,HS Grad,Information,Good,Yes,4.51851394,91.69922611
1793,2003,55,Male,Married,College Grad,Information,Very Good,Yes,4.662757832,105.9278108
1794,2004,41,Male,Married,College Grad,Industrial,Very Good,No,4.301029996,73.77574327
1795,2005,54,Male,Married,College Grad,Information,Very Good,Yes,5.136720567,170.1568344
1796,2009,29,Male,Married,College Grad,Industrial,Very Good,No,4.929418926,138.2991269
1797,2004,39,Male,Married,HS Grad,Industrial,Good,Yes,4.62324929,101.8243521
1798,2006,71,Male,Divorced,College Grad,Information,Good,No,4.477121255,87.98103279
1799,2003,22,Male,Never Married,College Grad,Industrial,Very Good,Yes,4.361727836,78.3924668
1800,2007,48,Male,Married,College Grad,Information,Very Good,No,4.812913357,123.0896998
1801,2009,35,Male,Married,Some College,Industrial,Good,Yes,4.755874856,116.2653241
1802,2003,46,Male,Married,College Grad,Industrial,Good,No,4.505149978,90.48191336
1803,2003,51,Male,Married,Less than HS Grad,Industrial,Good,Yes,4.698970004,109.8339856
1804,2005,55,Male,Married,HS Grad,Information,Good,Yes,4.653212514,104.9215065
1805,2005,36,Male,Married,HS Grad,Information,Very Good,Yes,4.77815125,118.8843593
1806,2008,57,Male,Married,HS Grad,Industrial,Very Good,No,4.544068044,94.07271475
1807,2005,21,Male,Married,HS Grad,Industrial,Very Good,Yes,4.954242509,141.7751723
1808,2006,60,Male,Married,Advanced Degree,Information,Very Good,Yes,4.857332496,128.6804882
1809,2006,41,Male,Never Married,Some College,Industrial,Good,No,4.301029996,73.77574327
1810,2004,56,Male,Married,College Grad,Information,Good,Yes,4.937016107,139.3538118
1811,2005,32,Male,Never Married,College Grad,Information,Very Good,Yes,4.544068044,94.07271475
1812,2003,32,Male,Married,HS Grad,Industrial,Good,Yes,4.301029996,73.77574327
1813,2006,36,Male,Divorced,Some College,Industrial,Very Good,Yes,4.681241237,107.9039239
1814,2006,28,Male,Never Married,HS Grad,Industrial,Good,No,4.167317335,64.54207487
1815,2009,60,Male,Married,Advanced Degree,Information,Good,No,4.929418926,138.2991269
1816,2003,41,Male,Married,Some College,Information,Very Good,Yes,4.491361694,89.24288466
1817,2006,55,Male,Married,Some College,Industrial,Good,Yes,4.602059991,99.6894637
1818,2003,36,Male,Married,Some College,Industrial,Very Good,Yes,4.698970004,109.8339856
1819,2006,46,Male,Never Married,Some College,Information,Very Good,Yes,4.505149978,90.48191336
1820,2008,62,Male,Married,HS Grad,Industrial,Very Good,No,4.494154594,89.49247952
1821,2006,44,Male,Married,HS Grad,Industrial,Very Good,No,4.632457292,102.7662809
1822,2006,36,Male,Married,College Grad,Industrial,Very Good,Yes,4.77815125,118.8843593
1823,2004,41,Male,Married,HS Grad,Information,Very Good,Yes,5,148.4131591
1824,2006,22,Male,Never Married,College Grad,Information,Very Good,Yes,4.740362689,114.4757133
1825,2008,51,Male,Married,Advanced Degree,Information,Very Good,Yes,4.867408557,129.9836348
1826,2008,57,Male,Married,Less than HS Grad,Information,Good,Yes,4.707570176,110.7826503
1827,2005,55,Male,Married,HS Grad,Information,Good,Yes,4.740362689,114.4757133
1828,2003,36,Male,Married,College Grad,Information,Very Good,Yes,5,148.4131591
1829,2008,43,Male,Married,Advanced Degree,Information,Very Good,Yes,5.623217234,276.7784133
1830,2003,38,Male,Married,Some College,Information,Good,No,3.176091259,23.95294448
1831,2006,27,Male,Never Married,Some College,Information,Very Good,No,4.643452676,103.9024706
1832,2007,32,Male,Married,Some College,Industrial,Very Good,Yes,4.77815125,118.8843593
1833,2009,44,Male,Never Married,Less than HS Grad,Industrial,Good,No,4.272305844,71.68674367
1834,2008,56,Male,Married,College Grad,Industrial,Very Good,Yes,5.623217234,276.7784133
1835,2007,38,Male,Married,College Grad,Information,Very Good,Yes,4.954242509,141.7751723
1836,2003,36,Male,Married,Less than HS Grad,Industrial,Good,No,4.602059991,99.6894637
1837,2005,28,Male,Never Married,Some College,Industrial,Very Good,Yes,4.69019608,108.8745258
1838,2005,39,Male,Married,HS Grad,Industrial,Very Good,Yes,4.380211242,79.85490031
1839,2008,42,Male,Never Married,HS Grad,Information,Very Good,No,4.369252975,78.98460618
1840,2009,51,Male,Married,Less than HS Grad,Industrial,Good,Yes,4.414973348,82.6796373
1841,2004,55,Male,Married,HS Grad,Information,Good,Yes,4.494154594,89.49247952
1842,2007,39,Male,Never Married,Advanced Degree,Information,Very Good,Yes,4.875061263,130.9821774
1843,2003,42,Male,Married,Less than HS Grad,Industrial,Very Good,No,4.697804533,109.7060518
1844,2006,33,Male,Married,Advanced Degree,Information,Very Good,Yes,4.763427994,117.1468169
1845,2008,23,Male,Never Married,HS Grad,Information,Good,Yes,4.301029996,73.77574327
1846,2003,40,Male,Married,College Grad,Industrial,Very Good,Yes,4.397940009,81.28325328
1847,2003,40,Male,Married,Some College,Industrial,Good,No,4.392696953,80.85819596
1848,2009,51,Male,Married,Some College,Industrial,Good,Yes,4.681241237,107.9039239
1849,2007,76,Male,Married,College Grad,Industrial,Good,Yes,4.342422681,76.89360252
1850,2007,57,Male,Divorced,Advanced Degree,Industrial,Good,Yes,4.477121255,87.98103279
1851,2003,27,Male,Separated,Some College,Industrial,Very Good,Yes,4.556302501,95.23071257
1852,2005,26,Male,Never Married,HS Grad,Industrial,Very Good,Yes,4.431363764,84.04595765
1853,2005,25,Male,Married,HS Grad,Industrial,Good,Yes,4.602059991,99.6894637
1854,2005,27,Male,Married,Some College,Industrial,Very Good,Yes,4.619093331,101.4020523
1855,2004,33,Male,Never Married,Some College,Information,Good,Yes,4.477121255,87.98103279
1856,2003,51,Male,Divorced,Less than HS Grad,Industrial,Very Good,Yes,4.477121255,87.98103279
1857,2005,22,Male,Never Married,College Grad,Information,Very Good,Yes,4.544068044,94.07271475
1858,2005,47,Male,Married,HS Grad,Industrial,Good,Yes,4.853588712,128.1996369
1859,2009,34,Male,Never Married,Some College,Information,Very Good,Yes,4.916453949,136.5176552
1860,2008,47,Male,Divorced,Some College,Industrial,Very Good,Yes,4.681241237,107.9039239
1861,2005,31,Male,Never Married,Some College,Industrial,Very Good,Yes,4.812913357,123.0896998
1862,2005,46,Male,Married,HS Grad,Industrial,Good,Yes,4.51851394,91.69922611
1863,2006,47,Male,Married,HS Grad,Information,Very Good,Yes,4.361727836,78.3924668
1864,2006,49,Male,Married,College Grad,Industrial,Very Good,Yes,5.041392685,154.685293
1865,2003,40,Male,Married,College Grad,Industrial,Very Good,Yes,4.913813852,136.1577108
1866,2004,51,Male,Married,Less than HS Grad,Information,Very Good,Yes,4.397940009,81.28325328
1867,2008,31,Male,Married,Some College,Industrial,Very Good,Yes,4.334453751,76.28327785
1868,2003,58,Male,Married,HS Grad,Information,Very Good,Yes,4.698970004,109.8339856
1869,2005,48,Male,Married,Some College,Industrial,Very Good,No,4.474929786,87.78843622
1870,2004,54,Male,Divorced,College Grad,Industrial,Very Good,Yes,4.84509804,127.1157438
1871,2007,56,Male,Never Married,Advanced Degree,Information,Very Good,No,5.037426498,154.0729972
1872,2007,61,Male,Married,HS Grad,Industrial,Good,Yes,4.698970004,109.8339856
1873,2009,32,Male,Married,Advanced Degree,Industrial,Very Good,Yes,4.929418926,138.2991269
1874,2007,60,Male,Married,College Grad,Information,Very Good,No,5.103803721,164.6469889
1875,2006,42,Male,Married,Some College,Industrial,Very Good,Yes,4.929418926,138.2991269
1876,2003,22,Male,Never Married,Some College,Information,Very Good,No,3.806179974,44.97829203
1877,2003,46,Male,Married,Some College,Industrial,Very Good,Yes,4.670245853,106.7239776
1878,2005,53,Male,Married,Less than HS Grad,Information,Very Good,Yes,4.740362689,114.4757133
1879,2008,43,Male,Divorced,College Grad,Industrial,Very Good,Yes,4.301029996,73.77574327
1880,2009,32,Male,Never Married,HS Grad,Industrial,Very Good,Yes,4.322219295,75.35567932
1881,2009,30,Male,Married,College Grad,Industrial,Very Good,Yes,4.954242509,141.7751723
1882,2009,50,Male,Never Married,Advanced Degree,Information,Good,Yes,4.698970004,109.8339856
1883,2006,40,Male,Married,Advanced Degree,Information,Very Good,Yes,5.626899559,277.7994802
1884,2009,55,Male,Married,Less than HS Grad,Information,Very Good,No,4.380211242,79.85490031
1885,2004,42,Male,Married,College Grad,Information,Very Good,Yes,5.113943352,166.3249412
1886,2004,35,Male,Never Married,HS Grad,Industrial,Very Good,Yes,4.322219295,75.35567932
1887,2004,33,Male,Married,College Grad,Information,Very Good,Yes,4.606037233,100.0867423
1888,2004,33,Male,Married,Some College,Information,Good,Yes,4.633468456,102.8702469
1889,2003,38,Male,Married,HS Grad,Information,Very Good,Yes,4.776701184,118.7120941
1890,2009,41,Male,Married,HS Grad,Information,Very Good,Yes,4.763427994,117.1468169
1891,2009,42,Male,Married,Advanced Degree,Information,Very Good,No,4.8162413,123.5000178
1892,2009,58,Male,Married,College Grad,Information,Very Good,Yes,5,148.4131591
1893,2009,45,Male,Married,HS Grad,Industrial,Good,No,4.342422681,76.89360252
1894,2009,47,Male,Never Married,HS Grad,Information,Very Good,Yes,4.698970004,109.8339856
1895,2005,30,Male,Married,HS Grad,Information,Very Good,Yes,4.662757832,105.9278108
1896,2009,34,Male,Married,College Grad,Information,Very Good,Yes,5.079181246,160.6424754
1897,2006,43,Male,Married,Advanced Degree,Information,Very Good,No,5.008600172,149.6950421
1898,2008,58,Male,Separated,Less than HS Grad,Industrial,Very Good,Yes,4.602059991,99.6894637
1899,2009,44,Male,Married,Some College,Industrial,Good,No,4.653231815,104.9235317
1900,2005,28,Male,Married,Less than HS Grad,Industrial,Very Good,No,4.113943352,61.18752643
1901,2004,46,Male,Married,Some College,Information,Very Good,Yes,4.662757832,105.9278108
1902,2008,36,Male,Married,Some College,Industrial,Very Good,Yes,4.681241237,107.9039239
1903,2007,37,Male,Married,HS Grad,Information,Very Good,Yes,4.260071388,70.81503862
1904,2008,47,Male,Married,College Grad,Information,Very Good,Yes,5.079181246,160.6424754
1905,2007,56,Male,Divorced,Some College,Information,Very Good,No,4.602059991,99.6894637
1906,2009,38,Male,Married,Some College,Information,Very Good,Yes,4.716003344,111.7208494
1907,2007,41,Male,Never Married,Less than HS Grad,Industrial,Very Good,No,4.322219295,75.35567932
1908,2004,62,Male,Married,Some College,Information,Good,Yes,4.544068044,94.07271475
1909,2004,40,Male,Married,Some College,Information,Very Good,Yes,4.477121255,87.98103279
1910,2004,44,Male,Married,Advanced Degree,Information,Very Good,Yes,4.812913357,123.0896998
1911,2007,56,Male,Married,College Grad,Industrial,Very Good,Yes,4.602059991,99.6894637
1912,2008,51,Male,Married,Some College,Industrial,Very Good,No,4.342422681,76.89360252
1913,2005,41,Male,Married,Some College,Industrial,Very Good,No,4.462397998,86.69515483
1914,2005,52,Male,Married,Advanced Degree,Information,Very Good,Yes,5.176091259,176.9896505
1915,2008,27,Male,Married,Some College,Information,Very Good,Yes,4.612783857,100.7642728
1916,2004,52,Male,Married,College Grad,Industrial,Good,Yes,4.740362689,114.4757133
1917,2005,51,Male,Divorced,HS Grad,Industrial,Good,No,4.207365037,67.17929148
1918,2009,51,Male,Married,HS Grad,Industrial,Good,Yes,4.380211242,79.85490031
1919,2005,28,Male,Never Married,College Grad,Information,Very Good,Yes,4.505149978,90.48191336
1920,2007,49,Male,Never Married,HS Grad,Information,Very Good,No,4.059941888,57.97094218
1921,2007,61,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,4.740362689,114.4757133
1922,2006,39,Male,Married,HS Grad,Information,Good,Yes,4.602059991,99.6894637
1923,2005,23,Male,Never Married,Less than HS Grad,Industrial,Very Good,No,4.494154594,89.49247952
1924,2007,53,Male,Married,Advanced Degree,Industrial,Very Good,Yes,5.022597437,151.8050963
1925,2004,55,Male,Never Married,Some College,Information,Very Good,Yes,4.477121255,87.98103279
1926,2005,48,Male,Never Married,HS Grad,Information,Very Good,Yes,4.477121255,87.98103279
1927,2007,50,Male,Married,College Grad,Information,Very Good,Yes,4.653212514,104.9215065
1928,2009,31,Male,Never Married,Less than HS Grad,Industrial,Very Good,No,4.176091259,65.11085372
1929,2007,53,Male,Married,HS Grad,Industrial,Good,Yes,4.857332496,128.6804882
1930,2008,49,Male,Married,College Grad,Industrial,Very Good,No,5.041392685,154.685293
1931,2003,49,Male,Never Married,College Grad,Industrial,Very Good,No,4.875061263,130.9821774
1932,2004,43,Male,Married,HS Grad,Industrial,Very Good,Yes,4.792391689,120.5894365
1933,2007,20,Male,Never Married,HS Grad,Industrial,Very Good,Yes,4.397940009,81.28325328
1934,2008,46,Male,Divorced,HS Grad,Information,Very Good,Yes,4.702051225,110.1729303
1935,2005,48,Male,Married,College Grad,Industrial,Very Good,Yes,5.025305865,152.2168068
1936,2005,19,Male,Never Married,HS Grad,Industrial,Very Good,No,4.255272505,70.47601965
1937,2004,56,Male,Divorced,College Grad,Industrial,Very Good,Yes,4.447158031,85.38394038
1938,2003,44,Male,Married,Some College,Industrial,Very Good,No,4.62324929,101.8243521
1939,2009,23,Male,Never Married,HS Grad,Industrial,Very Good,No,4.447158031,85.38394038
1940,2005,42,Male,Never Married,College Grad,Information,Good,Yes,4.62324929,101.8243521
1941,2008,32,Male,Married,Advanced Degree,Industrial,Very Good,No,4.77815125,118.8843593
1942,2003,32,Male,Never Married,HS Grad,Industrial,Very Good,No,4.301029996,73.77574327
1943,2003,43,Male,Married,HS Grad,Industrial,Very Good,No,4.301029996,73.77574327
1944,2008,57,Male,Never Married,College Grad,Industrial,Very Good,Yes,4.931671406,138.610994
1945,2008,26,Male,Married,Some College,Information,Good,Yes,4.698970004,109.8339856
1946,2009,67,Male,Divorced,Some College,Information,Good,Yes,5.021189299,151.5914842
1947,2004,31,Male,Married,Advanced Degree,Information,Very Good,Yes,5.176091259,176.9896505
1948,2006,49,Male,Divorced,Some College,Information,Very Good,Yes,4.643452676,103.9024706
1949,2005,29,Male,Never Married,College Grad,Industrial,Good,Yes,4.857332496,128.6804882
1950,2008,41,Male,Married,Some College,Industrial,Good,No,4.69019608,108.8745258
1951,2006,35,Male,Married,HS Grad,Information,Good,Yes,4.477121255,87.98103279
1952,2009,39,Male,Married,HS Grad,Industrial,Very Good,No,4.556302501,95.23071257
